,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
488,503,Maruti,2016,270000,50000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
495,510,Maruti,2016,561000,30000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y
502,518,Hyundai,2016,540000,38000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
504,520,Maruti,2016,270000,100000,West,California,Los Angeles,Petrol,Individual,Manual,Third_Owner,15.37,1196,73.0,101Nm@ 3000rpm,7,Y
509,525,Chevrolet,2016,400000,30000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,18.2,1199,82.4,108.5Nm@ 5000rpm,5,Y
83,87,Maruti,2016,275000,38000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y
92,97,Maruti,2016,600000,150000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y
93,98,Hyundai,2016,565000,72000,South,Georgia,Atlanta,Petrol,Dealer,Automatic,First_Owner,19.1,1197,82.0,114Nm@ 4000rpm,5,Y
99,104,Maruti,2016,270000,100000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Third_Owner,15.37,1196,73.0,101Nm@ 3000rpm,7,Y
107,112,Tata,2016,375000,100000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,Y
112,117,Maruti,2016,780000,60000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
116,122,Hyundai,2016,1140000,50000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
135,142,Mercedes,2016,2700000,35000,West,California,San Diego,Diesel,Dealer,Automatic,First_Owner,15.0,2143,204.0,500Nm@ 1600-1800rpm,5,Y
144,151,Hyundai,2016,805000,49900,East,District of Columbia,Washington,Petrol,Dealer,Manual,First_Owner,16.3,1797,147.5,177.5Nm@ 4700rpm,5,Y
149,156,Skoda,2016,645000,11000,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Y
82,86,Maruti,2016,315000,32000,South,Florida,Miami,Petrol,Dealer,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y
81,85,Datsun,2016,275000,49000,South,Florida,Miami,Petrol,Dealer,Manual,First_Owner,19.02,1198,67.05,104Nm@ 4000rpm,5,Y
14,16,Mahindra,2016,400000,40000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,5,Y
15,17,Maruti,2016,778000,70000,Central,Texas,Dallas,Diesel,Individual,Manual,Second_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
18,20,Hyundai,2016,680000,100000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
24,26,Maruti,2016,575000,45000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y
36,39,Datsun,2016,150000,42000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,Y
53,56,Toyota,2016,1650000,127700,East,Massachusetts,Boston,Diesel,Dealer,Automatic,Second_Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7,Y
54,57,Toyota,2016,950000,99000,South,Georgia,Atlanta,Diesel,Dealer,Manual,First_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
65,68,Volkswagen,2016,540000,40000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,22.0,1498,108.495,250Nm@ 1500-3000rpm,5,Y
69,72,Maruti,2016,745000,70000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
72,75,Maruti,2016,630000,70000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,Y
77,81,Toyota,2016,1200000,140000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,Y
79,83,BMW,2016,2500000,30000,Central,Illinois,Chicago,Petrol,Individual,Automatic,Second_Owner,15.71,1998,189.0,280Nm@ 1350-4600rpm,5,Y
157,164,Toyota,2016,1525000,42163,West,Washington,Seattle,Diesel,Dealer,Automatic,Second_Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7,Y
159,166,BMW,2016,2150000,30000,South,Florida,Miami,Diesel,Dealer,Automatic,First_Owner,22.69,1995,190.0,400Nm@ 1750-2500rpm,5,Y
196,204,Maruti,2016,360000,50000,Central,Illinois,Chicago,CNG,Individual,Manual,First_Owner,26.6,998,58.16,77Nm@ 3500rpm,5,Y
223,233,Maruti,2016,350000,140000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
228,238,Renault,2016,270000,44000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
240,250,Maruti,2016,1000000,70000,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
256,267,Tata,2016,380000,70000,West,California,San Francisco,Diesel,Individual,Manual,First_Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,Y
279,290,Maruti,2016,220000,35000,South,Florida,Miami,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Y
283,294,Maruti,2016,520000,20000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,Y
160,167,Toyota,2016,1900000,41000,East,New York,New York City,Petrol,Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Y
161,168,BMW,2016,2900000,12000,East,District of Columbia,Washington,Diesel,Dealer,Automatic,First_Owner,18.12,1995,190.0,400Nm@ 1750-2500rpm,5,Y
163,170,Maruti,2016,850000,20000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,Y
170,177,Hyundai,2016,550000,14000,West,Washington,Seattle,Petrol,Individual,Manual,Second_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
177,184,Hyundai,2016,386000,44000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second_Owner,19.1,1197,82.0,114Nm@ 4000rpm,5,Y
182,189,Mahindra,2016,450000,15000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,Y
188,195,Maruti,2016,459999,60000,South,Georgia,Atlanta,Petrol,Individual,Manual,Second_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Y
1011,1042,Honda,2016,450000,100000,West,Washington,Edmonds,Diesel,Individual,Manual,Second_Owner,24.2,1498,98.6,200Nm@ 1750rpm,7,Y
1018,1050,Renault,2016,250000,22000,West,Washington,Federal Way,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
1020,1052,Maruti,2016,250000,20000,South,North Carolina,Indian Trail,Petrol,Individual,Manual,Second_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
1025,1057,Hyundai,2016,480000,30000,West,Washington,Elk Plain,Diesel,Individual,Manual,First_Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,Y
1028,1060,Honda,2016,625000,54000,West,Washington,Elk Plain,Petrol,Dealer,Manual,First_Owner,18.7,1199,88.7,110Nm@ 4800rpm,5,Y
1029,1061,Mercedes,2016,2900000,31000,West,Washington,Elk Plain,Diesel,Dealer,Automatic,First_Owner,13.0,2143,204.0,500Nm@ 1600-1800rpm,5,Y
981,1011,Ford,2016,600000,155201,East,District of Columbia,Washington,Diesel,Dealer,Manual,First_Owner,26.1,1498,99.23,215Nm@ 1750-3000rpm,5,Y
890,919,Mahindra,2016,700000,120000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
897,926,Mahindra,2016,550000,70000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,Y
903,932,Maruti,2016,520000,50000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,Y
906,935,Hyundai,2016,540000,80000,South,Georgia,Atlanta,Diesel,Individual,Manual,Third_Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5,Y
925,954,Renault,2016,535000,50000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,19.87,1461,83.8,200Nm@ 1750rpm,5,Y
927,956,Maruti,2016,800000,90000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
944,973,Honda,2016,400000,68000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,Y
971,1001,Renault,2016,330000,20000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
1038,1070,Skoda,2016,650000,99000,Central,Iowa,Ames,Diesel,Dealer,Automatic,First_Owner,21.66,1498,103.52,250Nm@ 1500-2500rpm,5,Y
1044,1076,Toyota,2016,1825000,94000,Central,Texas,Pharr,Diesel,Dealer,Automatic,First_Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7,Y
1111,1143,Honda,2016,550000,56494,South,Arkansas,North Little Rock,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Y
1120,1152,Skoda,2016,645000,11000,South,Arkansas,Paragould,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Y
1123,1155,Maruti,2016,400000,35000,South,Arkansas,North Little Rock,Petrol,Individual,Automatic,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,Y
1127,1159,Renault,2016,310000,11500,East,Vermont,Rutland,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
1138,1170,Mahindra,2016,750000,71000,Central,Oklahoma,Muskogee,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
1139,1171,Maruti,2016,340000,40000,Central,Oklahoma,Muskogee,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1157,1192,Mahindra,2016,550000,80000,South,Tennessee,Columbia,Diesel,Individual,Manual,Second_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,Y
1163,1198,Mahindra,2016,650000,50000,South,Tennessee,Cleveland,Diesel,Individual,Automatic,First_Owner,17.45,1493,100.0,240Nm@ 1600-2800rpm,7,Y
1108,1140,Toyota,2016,2000000,68089,South,Arkansas,North Little Rock,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Y
1101,1133,Skoda,2016,645000,11000,West,Montana,Kalispell,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Y
1051,1083,Toyota,2016,2000000,68089,West,New Mexico,Santa Fe,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Y
1054,1086,Honda,2016,550000,56494,East,New York,Albany,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Y
1063,1095,Skoda,2016,645000,11000,South,North Carolina,Gastonia,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Y
1070,1102,Toyota,2016,2000000,68089,South,North Carolina,Greensboro,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Y
1073,1105,Honda,2016,550000,56494,South,North Carolina,Greenville,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Y
1082,1114,Skoda,2016,645000,11000,South,North Carolina,Goldsboro,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Y
1089,1121,Toyota,2016,2000000,68089,East,Maryland,Dundalk,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Y
1092,1124,Honda,2016,550000,56494,East,New York,Elmira,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Y
862,891,Mahindra,2016,625000,90000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
855,884,Mahindra,2016,750000,120000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,11.0,2179,120.0,280Nm@ 1800-2800rpm,5,Y
656,676,Hyundai,2016,350000,80000,Central,Illinois,Chicago,Petrol,Individual,Manual,Second_Owner,19.1,1197,82.0,114Nm@ 4000rpm,5,Y
662,682,Mercedes,2016,3000000,40000,East,Massachusetts,Boston,Diesel,Individual,Automatic,First_Owner,13.0,2143,204.0,500Nm@ 1600-1800rpm,5,Y
666,686,Ford,2016,370000,60000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
680,701,Renault,2016,300000,50000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
687,708,Maruti,2016,395000,50000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,Y
698,719,Mahindra,2016,300000,40000,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,Y
704,725,Mahindra,2016,550000,120000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9,Y
603,623,Tata,2016,650000,50000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Third_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,Y
604,624,Maruti,2016,300000,25000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
606,626,Renault,2016,260000,60000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
613,633,Mahindra,2016,1100000,60000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7,Y
616,636,Ford,2016,650000,125000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,Y
617,637,Maruti,2016,350000,80000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
621,641,Mahindra,2016,630000,101000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6,Y
632,652,Toyota,2016,2000000,68089,West,Washington,Seattle,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Y
635,655,Honda,2016,550000,56494,West,Washington,Seattle,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Y
644,664,Skoda,2016,645000,11000,East,District of Columbia,Washington,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Y
856,885,Renault,2016,261000,90000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
819,847,Mahindra,2016,327000,20000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,Y
820,848,Hyundai,2016,425000,15000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y
833,861,Hyundai,2016,576000,35000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
834,862,Renault,2016,265000,50000,Central,Texas,Houston,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
845,874,Hyundai,2016,500000,40000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
847,876,Mahindra,2016,400000,140000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,14.02,2179,118.3,280Nm@ 2400-2800rpm,7,Y
802,830,Mahindra,2016,1165000,50000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,16.0,1997,140.0,320Nm@ 1600-2800rpm,7,Y
736,762,Maruti,2016,700000,110000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
740,766,Mahindra,2016,600000,120000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,Y
748,774,Maruti,2016,298000,70000,Central,Texas,Houston,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
768,796,Chevrolet,2016,409999,60000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,12.2,1994,105.3,263.7Nm@ 2500rpm,10,Y
773,801,Chevrolet,2016,420000,70000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,18.2,1248,73.74,172.5Nm@ 1750rpm,7,Y
787,815,Maruti,2016,190000,70000,Central,Texas,Dallas,Petrol,Individual,Manual,Second_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Y
792,820,Honda,2016,500000,70000,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Y
796,824,Maruti,2016,660000,60000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y
1389,1434,Honda,2017,770000,65000,East,Maine,Brunswick,Diesel,Individual,Manual,Second_Owner,25.5,1498,98.6,200Nm@ 1750rpm,5,Y
591,611,Mahindra,2017,655000,126000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
539,557,Honda,2017,700000,43000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,15.4,1497,117.3,145Nm@ 4600rpm,7,Y
1285,1325,Maruti,2017,330000,90000,East,Maine,Westbrook,Petrol,Individual,Manual,First_Owner,15.37,1196,73.0,101Nm@ 3000rpm,5,Y
1406,1453,Maruti,2017,520000,28832,Central,Kansas,Hutchinson,Diesel,Dealer,Manual,First_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y
543,561,Hyundai,2017,300000,10000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
1291,1331,Maruti,2017,200000,50000,East,New Jersey,Newark,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,5,Y
597,617,Maruti,2017,220000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Y
594,614,Maruti,2017,800000,100000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
1409,1456,Maruti,2017,780000,40000,Central,Kansas,Garden City,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1338,1381,Ford,2017,850000,63982,South,Georgia,Augusta,Diesel,Dealer,Manual,First_Owner,22.7,1498,89.84,204Nm@ 2000-2750rpm,5,Y
1334,1377,Mahindra,2017,950000,61379,Central,Minnesota,Brooklyn Center,Diesel,Dealer,Manual,First_Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7,Y
571,591,Volkswagen,2017,700000,40906,Central,Illinois,Chicago,Diesel,Dealer,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,Y
1315,1358,Maruti,2017,455000,60000,East,New York,Holbrook,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,Y
1329,1372,Hyundai,2017,675000,25471,Central,Minnesota,Burnsville,Diesel,Dealer,Manual,First_Owner,21.9,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
1327,1370,Mahindra,2017,950000,52236,Central,Minnesota,Blaine,Diesel,Dealer,Manual,First_Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7,Y
1326,1369,Maruti,2017,750000,52289,Central,Minnesota,Blaine,Diesel,Dealer,Manual,First_Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,Y
1316,1359,Hyundai,2017,570000,30000,East,New York,Holbrook,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
1324,1367,Tata,2017,525000,19723,Central,Minnesota,Burnsville,Petrol,Dealer,Automatic,First_Owner,20.3,1199,84.0,114Nm@ 3500rpm,5,Y
1328,1371,Mahindra,2017,950000,54470,Central,Minnesota,Blaine,Diesel,Dealer,Manual,First_Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7,Y
1385,1429,Ford,2017,700000,35000,East,New York,Ithaca,Diesel,Individual,Manual,First_Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,Y
1373,1417,Hyundai,2017,731000,40000,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
1367,1411,Jeep,2017,1950000,70000,Central,Texas,Cedar Hill,Diesel,Individual,Manual,First_Owner,16.3,1956,170.0,350Nm@ 1750-2500rpm,5,Y
1306,1349,Maruti,2017,700000,227000,East,New Jersey,Irvington,Petrol,Individual,Manual,First_Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,Y
1359,1403,Maruti,2017,800000,52000,Central,Texas,Carrollton,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
552,570,Jeep,2017,1650000,50000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5,Y
1358,1402,Maruti,2017,490000,57247,Central,Texas,Carrollton,Petrol,Dealer,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y
1346,1389,Hyundai,2017,600000,5000,South,Georgia,Columbus,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Y
532,550,Maruti,2017,775000,32000,Central,Illinois,Chicago,Diesel,Dealer,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1508,1557,Maruti,2017,750000,100000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
453,468,Maruti,2017,800000,60000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,23.65,1248,88.5,200Nm@ 1750rpm,5,Y
1515,1564,Jaguar,2017,3200000,45000,West,Idaho,Lewiston,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1516,1565,Jeep,2017,4100000,17000,West,Idaho,Lewiston,Petrol,Individual,Automatic,First_Owner,9.5,3604,280.0,347Nm@ 4300rpm,5,Y
487,502,Maruti,2017,268000,25000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y
1496,1545,Hyundai,2017,1143000,51000,East,Maryland,Cumberland,Diesel,Individual,Automatic,First_Owner,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5,Y
1499,1548,Mahindra,2017,509999,142000,South,Virginia,Rose Hill,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
470,485,Maruti,2017,585000,90000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,Y
450,465,Maruti,2017,735000,70000,Central,Texas,Houston,Diesel,Individual,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,Y
420,435,Maruti,2017,900000,50000,South,Georgia,Atlanta,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
415,430,Hyundai,2017,950000,45000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,Y
1543,1592,Hyundai,2017,580000,30000,East,New Jersey,Glassboro,Petrol,Individual,Automatic,First_Owner,17.36,1197,81.86,113.75nm@ 4000rpm,5,Y
1548,1597,Maruti,2017,400000,12700,East,Connecticut,Shelton,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1523,1572,Honda,2017,850000,11688,West,Utah,Provo,Petrol,Trustmark_Dealer,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,Y
1534,1583,Mahindra,2017,775000,35000,West,Utah,Provo,Diesel,Individual,Manual,First_Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6,Y
490,505,Tata,2017,450000,90000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,Y
1432,1479,Tata,2017,869999,70000,East,New York,Deer Park,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
1283,1322,Hyundai,2017,610000,40000,West,California,Los Banos,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
1458,1506,Maruti,2017,350000,27000,Central,Michigan,Battle Creek,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
